H5304,Headphones,2017-01-02,56.34,10
C2147,Cereals,2017-01-02,15.93,48
C608,Cereals,2017-01-02,15.56,55
C955,Cereals,2017-01-02,13.91,57
C760,Cereals,2017-01-02,14.48,58
C787,Cereals,2017-01-02,13.82,53
C8094,Cereals,2017-01-02,15.92,48
C1023,Cereals,2017-01-02,14.61,50
C297,Cereals,2017-01-02,15.53,52
C8297,Cereals,2017-01-02,15.51,50
C9880,Cereals,2017-01-02,14.8,52
C7596,Cereals,2017-01-02,13.48,59
C4292,Cereals,2017-01-02,14.58,57
C7703,Cereals,2017-01-02,13.44,49
C9512,Cereals,2017-01-02,14.22,53
C6644,Cereals,2017-01-02,16.28,53
C8408,Cereals,2017-01-02,13.19,52
C2771,Cereals,2017-01-02,14.44,53
C7340,Cereals,2017-01-02,13.64,51
C729,Cereals,2017-01-02,15.76,50
C3242,Cereals,2017-01-02,17.12,50
C1204,Cereals,2017-01-02,11.21,25
C8589,Cereals,2017-01-02,10.56,28
C8927,Cereals,2017-01-02,9.66,33
C2940,Cereals,2017-01-02,9.95,31
C8841,Cereals,2017-01-02,10.49,26
C8108,Cereals,2017-01-02,12.3,19
C4201,Cereals,2017-01-02,12.99,17
C6184,Cereals,2017-01-02,9.9,28
C4611,Cereals,2017-01-02,11.74,25
C3851,Cereals,2017-01-02,10.77,27
C1568,Cereals,2017-01-02,11.62,25
C7322,Cereals,2017-01-02,8.64,40
C1506,Cereals,2017-01-02,13.24,16
C1894,Cereals,2017-01-02,10.42,31
C5458,Cereals,2017-01-02,13.45,17
C2952,Cereals,2017-01-02,11.04,26
C7661,Cereals,2017-01-02,9.46,35
C3372,Cereals,2017-01-02,11.47,24
C535,Cereals,2017-01-02,11.69,23
C9982,Cereals,2017-01-02,12.53,22
C2779,Cereals,2017-01-02,12.54,21
C9838,Cereals,2017-01-02,12.21,21
C5007,Cereals,2017-01-02,10.36,29
C4410,Cereals,2017-01-02,11.25,26
C6799,Cereals,2017-01-02,7.96,46
C6946,Cereals,2017-01-02,9.76,30
C8456,Cereals,2017-01-02,10.21,28
C5041,Cereals,2017-01-02,10.08,27
C8945,Cereals,2017-01-02,11.64,22
C8644,Cereals,2017-01-02,11.37,27
C2363,Cereals,2017-01-02,11.54,24
C1276,Cereals,2017-01-02,10.87,29
C7110,Cereals,2017-01-02,11.91,22
C3786,Cereals,2017-01-02,11.73,23
C3045,Cereals,2017-01-02,10.89,23
C243,Cereals,2017-01-02,12.27,21
C1985,Cereals,2017-01-02,10.26,28
C2883,Cereals,2017-01-02,11.46,23
C3539,Cereals,2017-01-02,10.4,31
C9811,Cereals,2017-01-02,11.37,23
C1075,Cereals,2017-01-02,8.63,8
C8171,Cereals,2017-01-02,8.52,10
C9015,Cereals,2017-01-02,9.47,7
C8671,Cereals,2017-01-02,9.94,5
C6142,Cereals,2017-01-02,9.47,6
C7693,Cereals,2017-01-02,8.66,8
C8744,Cereals,2017-01-02,9.06,8
C3089,Cereals,2017-01-02,9.11,7
C2408,Cereals,2017-01-02,8.56,9
C2358,Cereals,2017-01-02,9.31,6
C4390,Cereals,2017-01-02,9.09,7
C5147,Cereals,2017-01-02,9.37,7
C2203,Cereals,2017-01-02,8.75,8
C2178,Cereals,2017-01-02,8.87,7
C6826,Cereals,2017-01-02,8.07,11
C8607,Cereals,2017-01-02,9.22,6
C1033,Cereals,2017-01-02,10.09,4
C949,Cereals,2017-01-02,9.68,5
C9339,Cereals,2017-01-02,9.52,6
C3719,Cereals,2017-01-02,9.07,8
C8509,Cereals,2017-01-02,9.94,5
